기업명,사건번호,신청일,법원,업종,뉴스건수,수집일시
"주식회사 케이아이엔티","2026회합5004",2026-03-31,"광주회생법원","",0,2026-05-03
"주식회사 마루종합식품","2026회합114",2026-03-31,"대구회생법원","",0,2026-05-03
"주식회사 나노엔지니어링","2026회합103",2026-03-31,"대구회생법원","",9,2026-05-03
"의료법인 은혜의료재단","2025회합5023",2026-03-31,"대전회생법원","",0,2026-05-03
"주식회사 지앤종합건설","2025회합1045",2026-03-31,"부산회생법원","",0,2026-05-03
"갤러리360 주식회사","2025간회합188",2026-03-31,"서울회생법원","",0,2026-05-03
"주식회사 오오엘프로젝트","2025간회합261",2026-03-31,"서울회생법원","",0,2026-05-03
"덕신건업 주식회사","2025회합342",2026-03-31,"서울회생법원","",0,2026-05-03
"주식회사 디씨티네트웍스","2025간회합257",2026-03-31,"서울회생법원","",0,2026-05-03
"주식회사 온꿈사","2026회합1042",2026-03-31,"서울회생법원","",0,2026-05-03
"신한종합건설 주식회사","2025회합224",2026-03-31,"서울회생법원","",11,2026-05-03
"농업회사법인 주식회사 참연푸드웰","2025간회합143",2026-03-31,"수원회생법원","",0,2026-05-03
"주식회사 호양전설","2026간회합130",2026-03-31,"수원회생법원","",0,2026-05-03
"주식회사 제일훼밀리","2025간회합217",2026-03-31,"수원회생법원","",0,2026-05-03
"농업회사법인 셰프갈릭 주식회사","2026간회합103",2026-03-31,"수원회생법원","",0,2026-05-03
"주식회사 제일에프앤씨","2025회합1000",2026-03-31,"의정부지방법원","",0,2026-05-03
"주식회사 신신","2026간회합101",2026-03-31,"제주지방법원","",6,2026-05-03
"농업회사법인 별농 주식회사","2026간회합5012",2026-03-30,"광주회생법원","",0,2026-05-03
"주식회사 디에스에스","2026회합121",2026-03-30,"대구회생법원","",0,2026-05-03
"주식회사 서재홍","2026간회합1009",2026-03-30,"대구회생법원","",0,2026-05-03
"주식회사 코시노인터네셔널","2025회합5018",2026-03-30,"대전회생법원","",0,2026-05-03
"농업회사법인 비에스푸드 주식회사","2025회합5005",2026-03-30,"대전회생법원","",0,2026-05-03
"주식회사 기산산업","2025회합1061",2026-03-30,"부산회생법원","",6,2026-05-03
"주식회사 아이테크","2025간회합1045",2026-03-30,"부산회생법원","",0,2026-05-03
"주식회사 씨에스산업전기","2025회합1005",2026-03-30,"부산회생법원","",8,2026-05-03
"주식회사 유틸렉스","2026회합1034",2026-03-30,"서울회생법원","",5,2026-05-03
"주식회사 트리","2026회합1053",2026-03-30,"서울회생법원","",19,2026-05-03
"주식회사 피앤제이인베스트먼트홀딩스","2025회합247",2026-03-30,"서울회생법원","",0,2026-05-03
"주식회사 키스톤디앤씨","2025회합225",2026-03-30,"서울회생법원","",0,2026-05-03
"동우건설 주식회사","2025회합266",2026-03-30,"서울회생법원","",2,2026-05-03
"주식회사 돋움","2025간회합297",2026-03-30,"서울회생법원","",1,2026-05-03
"주식회사 만하임","2025간회합259",2026-03-30,"서울회생법원","",0,2026-05-03
"위너스자산운용 주식회사","2025간회합236",2026-03-30,"서울회생법원","",2,2026-05-03
"주식회사 봉영","2025회합280",2026-03-30,"서울회생법원","",0,2026-05-03
"주식회사 지엔비","2026회합141",2026-03-30,"수원회생법원","",0,2026-05-03
"주식회사 웅진씨케이축산","2026간회합116",2026-03-30,"수원회생법원","",0,2026-05-03
"영농조합법인 금토디벨롭","2025회합183",2026-03-30,"수원회생법원","",0,2026-05-03
"미르호 주식회사","2026간회합127",2026-03-30,"수원회생법원","",0,2026-05-03
"주식회사 나옴","2026간회합124",2026-03-30,"수원회생법원","",2,2026-05-03
"주식회사 지원이앤에스","2026회합142",2026-03-30,"수원회생법원","",0,2026-05-03
"주식회사 지원피앤아이","2026회합143",2026-03-30,"수원회생법원","",0,2026-05-03
"주식회사 덕천건설","2025회합113",2026-03-30,"수원회생법원","",0,2026-05-03
"주식회사 피엠피티","2025회합13",2026-03-30,"인천지방법원","",0,2026-05-03
"농업회사법인 주식회사 강화드림","2025회합11",2026-03-30,"인천지방법원","",0,2026-05-03
"주식회사 심코","2025회합14",2026-03-30,"인천지방법원","",0,2026-05-03
"주식회사 에스비티엔텍","2026간회합500",2026-03-30,"춘천지방법원","",0,2026-05-03
"일신2호태양광발전소 주식회사","2025간회합5011",2026-03-27,"광주회생법원","",0,2026-05-03
"영창중공업 주식회사","2026회합5015",2026-03-27,"광주회생법원","",2,2026-05-03
"우신종합건설 주식회사","2026회합5011",2026-03-27,"광주회생법원","",2,2026-05-03
"주식회사 마탐","2026간회합5011",2026-03-27,"광주회생법원","",0,2026-05-03
"주식회사 아이리스테크","2025회합109",2026-03-27,"대구회생법원","",0,2026-05-03
"흥진건설 주식회사","2025회합5039",2026-03-27,"대전회생법원","",0,2026-05-03
"주식회사 가인네트웍스","2025간회합1016",2026-03-27,"대전회생법원","",0,2026-05-03
"주식회사 대저페리","2025회합1004",2026-03-27,"부산회생법원","",0,2026-05-03
"의료법인 동과의료재단","2025회합1053",2026-03-27,"부산회생법원","",4,2026-05-03
"주식회사 하나엘앤티","2025간회합1048",2026-03-27,"부산회생법원","",0,2026-05-03
"주식회사 닥터봄","2026회합1051",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 레인지엑스","2026회합1052",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 퓨어네이처","2026간회합5047",2026-03-27,"서울회생법원","",0,2026-05-03
"동성제약 주식회사","2025회합178",2026-03-27,"서울회생법원","기타",24,2026-05-03
"대광피앤씨 주식회사","2026간회합5046",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 디자인엔","2025간회합274",2026-03-27,"서울회생법원","",1,2026-05-03
"주식회사 아쿠아픽","2025회합311",2026-03-27,"서울회생법원","",0,2026-05-03
"파인원 주식회사","2025회합286",2026-03-27,"서울회생법원","기타",0,2026-05-03
"유아예술놀이연구소 주식회사","2025회합338",2026-03-27,"서울회생법원","",1,2026-05-03
"해유건설 주식회사","2025회합330",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 위드플렌","2026회합1032",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 프롬더레드","2025간회합220",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 영동레미콘","2026회합1040",2026-03-27,"서울회생법원","",1,2026-05-03
"주식회사 이에이치미트","2026간회합5044",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 대각","2025회합308",2026-03-27,"서울회생법원","",0,2026-05-03
"주식회사 삼기엔텍","2025회합218",2026-03-27,"수원회생법원","",0,2026-05-03
"주식회사 굿베이크아이엔","2025회합180",2026-03-27,"수원회생법원","",0,2026-05-03
"주식회사 새한테크","2026회합140",2026-03-27,"수원회생법원","",1,2026-05-03
"주식회사 풍원정공","2026회합120",2026-03-27,"수원회생법원","",0,2026-05-03
"주식회사 삼영특수인쇄","2026회합138",2026-03-27,"수원회생법원","",0,2026-05-03
"윈도어 주식회사","2025회합174",2026-03-27,"수원회생법원","",0,2026-05-03
"주식회사 포톤","2026회합137",2026-03-27,"수원회생법원","",0,2026-05-03
"농업회사법인 주식회사 지엔팩토리","2025간회합216",2026-03-27,"수원회생법원","",0,2026-05-03
"주식회사 신성메이저글러브","2025회합1",2026-03-26,"광주회생법원","",0,2026-05-03
"농업회사법인 주식회사 여수자원순환농업센터","2025회합5006",2026-03-26,"광주회생법원","",0,2026-05-03
"신원합섬 주식회사","2026회합105",2026-03-26,"대구회생법원","",0,2026-05-03
"제원화섬 주식회사","2026회합106",2026-03-26,"대구회생법원","",0,2026-05-03
"주식회사 스튜디오와","2026회합1021",2026-03-26,"서울회생법원","",15,2026-05-03
"주식회사 하이버","2026회합1026",2026-03-26,"서울회생법원","",0,2026-05-03
"주식회사 나인","2025회합207",2026-03-26,"서울회생법원","",8,2026-05-03
"주식회사 경기무역공사","2025간회합123",2026-03-26,"서울회생법원","",14,2026-05-03
"주식회사 펫박스","2026간회합5034",2026-03-26,"서울회생법원","",0,2026-05-03
"주식회사 써모랩코리아","2026회합139",2026-03-26,"수원회생법원","",0,2026-05-03
"제일화학 주식회사","2026회합131",2026-03-26,"수원회생법원","",6,2026-05-03
"세아에스티엑스엔테크 주식회사","2026회합108",2026-03-26,"수원회생법원","",0,2026-05-03
"주식회사 우진강업","2026간회합129",2026-03-26,"수원회생법원","",0,2026-05-03
"주식회사 제너러스유통","2025간회합158",2026-03-26,"수원회생법원","",0,2026-05-03
"지승종합건설 주식회사","2026간회합1002",2026-03-26,"전주지방법원","",0,2026-05-03
"청우중공업 주식회사","2025회합10006",2026-03-26,"창원지방법원","",0,2026-05-03
"주식회사 바이오사료연구소","2025간회합3005",2026-03-26,"청주지방법원","",0,2026-05-03
"주식회사 대진기계","2025회합152",2026-03-25,"대구회생법원","",2,2026-05-03
"주식회사 모산","2026간회합1007",2026-03-25,"대전회생법원","",0,2026-05-03
"주식회사 보람씨앤에치","2025회합5030",2026-03-25,"대전회생법원","",0,2026-05-03
"삼인 농업회사법인 주식회사","2026간회합1006",2026-03-25,"대전회생법원","",0,2026-05-03
"주식회사 보성닷컴","2026간회합5038",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 어반유니온","2026회합1010",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 천연목재","2026회합1050",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 서남아이에스","2025회합320",2026-03-25,"서울회생법원","",1,2026-05-03
"주식회사 케이앤씨가람","2026간회합5036",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 유진케임텍","2026회합1033",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 라임컴퍼니","2026간회합5028",2026-03-25,"서울회생법원","",4,2026-05-03
"주식회사 차지인","2025회합319",2026-03-25,"서울회생법원","",0,2026-05-03
"주식회사 씨엘산업개발","2026간회합112",2026-03-25,"수원회생법원","",1,2026-05-03
"주식회사 씨엘디앤씨","2026간회합114",2026-03-25,"수원회생법원","",0,2026-05-03
"동화텍 주식회사","2025회합232",2026-03-25,"수원회생법원","",0,2026-05-03
"주식회사 투윈상사","2026간회합503",2026-03-25,"의정부지방법원","",0,2026-05-03
"에스지산업주식회사","2025간회합505",2026-03-25,"춘천지방법원","",0,2026-05-03
"주식회사 이서에너지","2026회합5014",2026-03-24,"광주회생법원","",1,2026-05-03
"농업회사법인 주식회사 자연농산","2026간회합5003",2026-03-24,"광주회생법원","",2,2026-05-03
"정안철강 주식회사","2025회합150",2026-03-24,"대구회생법원","",0,2026-05-03
"주식회사 브로넷","2025간회합1002",2026-03-24,"부산회생법원","",0,2026-05-03
"금호섬유공업 주식회사","2026회합1018",2026-03-24,"부산회생법원","",2,2026-05-03
"주식회사 리빙글로리","2025간회합1042",2026-03-24,"부산회생법원","",0,2026-05-03
"주식회사 삼화크린글러브","2025회합1092",2026-03-24,"부산회생법원","",0,2026-05-03
"주식회사 비에스건설","2026회합1049",2026-03-24,"서울회생법원","",2,2026-05-03
"한국유니온제약 주식회사","2025회합273",2026-03-24,"서울회생법원","제조업(기계,금속,중공업)",9,2026-05-03
"와이에이치컴퍼니코리아 주식회사","2025간회합226",2026-03-24,"서울회생법원","",0,2026-05-03
"디에스글로벌 주식회사","2025회합258",2026-03-24,"서울회생법원","",2,2026-05-03
"주식회사 은해씨월드","2025회합171",2026-03-24,"서울회생법원","",0,2026-05-03
"주식회사 엠이피","2026간회합128",2026-03-24,"수원회생법원","",0,2026-05-03
"주식회사 성심광학","2025회합164",2026-03-24,"수원회생법원","",0,2026-05-03
"풍국통상 주식회사","2025간회합102",2026-03-24,"수원회생법원","",0,2026-05-03
"명가유업 주식회사","2026회합122",2026-03-24,"수원회생법원","",0,2026-05-03
"코리아배터리 주식회사","2025간회합1013",2026-03-24,"전주지방법원","",5,2026-05-03
"주식회사 새진유니텍","2025회합10023",2026-03-24,"창원지방법원","",0,2026-05-03
"주식회사 에스제이홀딩스","2025간회합10008",2026-03-24,"창원지방법원","",2,2026-05-03
"남명산업개발 주식회사","2025회합10024",2026-03-24,"창원지방법원","",0,2026-05-03
"주식회사 제이엔에스","2025간회합3001",2026-03-24,"청주지방법원","",0,2026-05-03
"뉴코아임대 주식회사(201311-0021989)","2026회합5007",2026-03-23,"광주회생법원","",0,2026-05-03
"경북산소 주식회사","2026회합109",2026-03-23,"대구회생법원","",0,2026-05-03
"주식회사 디에이치에스글로벌","2025간회합1041",2026-03-23,"대구회생법원","",0,2026-05-03
"일흥하이텍 주식회사","2025회합1013",2026-03-23,"부산회생법원","",0,2026-05-03
"아이디티크리에이티브 주식회사","2025간회합296",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 신세계개발","2025회합278",2026-03-23,"서울회생법원","",11,2026-05-03
"주식회사 마마쿡","2025회합238",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 리클","2025간회합269",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 태가디자인","2025간회합199",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 플로트론","2025회합134",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 아이아이씨에이","2026간회합5035",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 디씨티","2025회합275",2026-03-23,"서울회생법원","",1,2026-05-03
"주식회사 지알씨앤비인터내셔널","2025회합298",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 씨디씨골프앤스포츠","2025회합316",2026-03-23,"서울회생법원","",0,2026-05-03
"주식회사 셀레스트라","2025회합196",2026-03-23,"수원회생법원","",3,2026-05-03
"일양산업 주식회사","2025간회합10012",2026-03-23,"창원지방법원","",1,2026-05-03
"주식회사 우성엔텍","2026회합107",2026-03-20,"대구회생법원","",0,2026-05-03
"주식회사 원영하이텍","2025회합5011",2026-03-20,"대전회생법원","제조업(기계,금속,중공업)",0,2026-05-03
"주식회사 에이스컬러테크","2025간회합1011",2026-03-20,"대전회생법원","",0,2026-05-03
"제주비케이 주식회사","2026회합1008",2026-03-20,"부산회생법원","",4,2026-05-03
"동양가스산업 주식회사","2026회합1004",2026-03-20,"부산회생법원","",14,2026-05-03
"삼호테크 주식회사","2025회합1041",2026-03-20,"부산회생법원","",13,2026-05-03
"비케이에너지 주식회사","2026회합1003",2026-03-20,"부산회생법원","",1,2026-05-03
"주식회사 초록마을","2025회합228",2026-03-20,"서울회생법원","기타",10,2026-05-03
"주식회사 정육각","2025회합229",2026-03-20,"서울회생법원","",0,2026-05-03
"주식회사 베이식스","2026간회합5052",2026-03-20,"서울회생법원","",0,2026-05-03
"제이에스전자 주식회사","2025회합312",2026-03-20,"서울회생법원","",6,2026-05-03
"신원하이테크 주식회사","2025회합217",2026-03-20,"서울회생법원","",0,2026-05-03
"주식회사 신촌도시개발","2026회합1047",2026-03-20,"서울회생법원","",0,2026-05-03
"신원화학 주식회사","2025회합220",2026-03-20,"서울회생법원","",3,2026-05-03
"신원인슈텍 주식회사","2025회합219",2026-03-20,"서울회생법원","",0,2026-05-03
"주식회사 한다운에프에스엘","2026회합1013",2026-03-20,"서울회생법원","",0,2026-05-03
"주식회사 대성글로벌","2026간회합5051",2026-03-20,"서울회생법원","",9,2026-05-03
"에이치에프비지 주식회사","2025회합184",2026-03-20,"수원회생법원","",0,2026-05-03
"엔비에스티 주식회사","2026회합136",2026-03-20,"수원회생법원","",0,2026-05-03
"주식회사 휴앤","2026간회합126",2026-03-20,"수원회생법원","기타",0,2026-05-03
"의료법인신명진의료재단","2025회합170",2026-03-20,"수원회생법원","",0,2026-05-03
"이원다이애그노믹스 주식회사","2025회합136",2026-03-20,"수원회생법원","기타",1,2026-05-03
"주식회사 에스알","2025간회합513",2026-03-20,"의정부지방법원","",2,2026-05-03
"주식회사 케이씨에프","2025간회합10005",2026-03-20,"창원지방법원","",0,2026-05-03
"파라뷰엠센트럴 주식회사","2026회합5006",2026-03-19,"광주회생법원","",0,2026-05-03
"삼일건설 주식회사","2026회합5001",2026-03-19,"광주회생법원","",31,2026-05-03
"파라뷰골든클래스 주식회사","2026회합5002",2026-03-19,"광주회생법원","",0,2026-05-03
"삼일파라뷰앤루체아 주식회사","2026회합5008",2026-03-19,"광주회생법원","",0,2026-05-03
"성안합섬 주식회사","2026회합113",2026-03-19,"대구회생법원","",0,2026-05-03
"주식회사 세우산업","2025회합5036",2026-03-19,"대전회생법원","",6,2026-05-03
"농업회사법인 주식회사 참살이농원","2026간회합1008",2026-03-19,"대전회생법원","",0,2026-05-03
"주식회사 부강상사","2026회합1023",2026-03-19,"부산회생법원","",0,2026-05-03
"주식회사 천강","2025회합1051",2026-03-19,"부산회생법원","",0,2026-05-03
"오헌산업 주식회사","2025회합1090",2026-03-19,"부산회생법원","",0,2026-05-03
"삼덕기계공업주식회사","2025간회합1040",2026-03-19,"부산회생법원","",0,2026-05-03
"신한산업 주식회사","2025회합1089",2026-03-19,"부산회생법원","",18,2026-05-03
"삼부선재주식회사","2025회합255",2026-03-19,"서울회생법원","",0,2026-05-03
"에스에스엠엠 주식회사","2025간회합192",2026-03-19,"서울회생법원","",0,2026-05-03
"주식회사 콘텐츠브릭","2025회합294",2026-03-19,"서울회생법원","",1,2026-05-03
"에이치엠푸드 농업회사법인 주식회사","2025간회합293",2026-03-19,"서울회생법원","",0,2026-05-03
"주식회사 뮬라","2025회합106",2026-03-19,"서울회생법원","",0,2026-05-03
"주식회사 시스웍","2025회합248",2026-03-19,"서울회생법원","",11,2026-05-03
"주식회사 글로벡스","2025회합309",2026-03-19,"서울회생법원","",3,2026-05-03
"주식회사 영진산업","2025회합203",2026-03-19,"수원회생법원","",10,2026-05-03
"주식회사 신화정밀","2026회합117",2026-03-19,"수원회생법원","",0,2026-05-03
"주식회사 브랜드플랫폼","2025회합122",2026-03-19,"수원회생법원","",13,2026-05-03
"주식회사 경남윈스텍","2025회합179",2026-03-19,"수원회생법원","",0,2026-05-03
"지더블유바이텍 주식회사","2025회합118",2026-03-19,"수원회생법원","",1,2026-05-03
"지평버섯영농조합법인","2025간회합184",2026-03-19,"수원회생법원","",0,2026-05-03
"주식회사 마크비","2025회합194",2026-03-19,"수원회생법원","",0,2026-05-03
"주식회사 엠에스피엠","2026회합134",2026-03-19,"수원회생법원","",0,2026-05-03
"주식회사 원","2026간회합1004",2026-03-19,"인천지방법원","",13,2026-05-03
"주식회사 부농산업","2026회합3003",2026-03-19,"청주지방법원","",0,2026-05-03
"주식회사 바이나리","2025간회합1031",2026-03-18,"대구회생법원","",0,2026-05-03
"주식회사 모든산업개발","2025간회합1005",2026-03-18,"대구회생법원","",19,2026-05-03
"암롤연합 주식회사","2026간회합1003",2026-03-18,"대전회생법원","",0,2026-05-03
"한융금속 주식회사","2025회합1036",2026-03-18,"부산회생법원","",0,2026-05-03
"주식회사 보성식품","2025간회합265",2026-03-18,"서울회생법원","",0,2026-05-03
"이후시스 주식회사","2025간회합248",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 카나프","2026간회합5033",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 제이후렉스","2025간회합230",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 뉴넥스","2025회합284",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 마이보성","2025간회합266",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 블루컴","2025간회합166",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 부천리사이클링","2025회합267",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 에스알커머스","2025간회합170",2026-03-18,"서울회생법원","",0,2026-05-03
"주식회사 원시스템","2026회합135",2026-03-18,"수원회생법원","",10,2026-05-03
"주식회사 디앤푸드","2026회합123",2026-03-18,"수원회생법원","",0,2026-05-03
"주식회사 삼광","2025회합102",2026-03-18,"울산지방법원","",11,2026-05-03
"주식회사 프랜드피앤에프","2025간회합1014",2026-03-18,"인천지방법원","",0,2026-05-03
"주식회사 한일산업","2025간회합10007",2026-03-18,"창원지방법원","",8,2026-05-03
"다인공영 주식회사","2025간회합1028",2026-03-17,"대전회생법원","",0,2026-05-03
"주식회사 영지","2025간회합1036",2026-03-17,"부산회생법원","",0,2026-05-03
"주식회사 삼정기업구산컨소시움","2025회합1020",2026-03-17,"부산회생법원","",0,2026-05-03
"주식회사 어거스트스튜디오스","2025간회합228",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 웅산지에프","2026간회합5031",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 밸리스","2025간회합276",2026-03-17,"서울회생법원","",0,2026-05-03
"인텍나노소재 주식회사","2026회합1046",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 그린피에스티","2025간회합273",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 제일산업","2025간회합278",2026-03-17,"서울회생법원","",17,2026-05-03
"장안두꺼비왕식자재마트 주식회사","2025회합214",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 대유이노베이션","2025간회합191",2026-03-17,"서울회생법원","",2,2026-05-03
"주식회사 예당절병","2025회합340",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 골드플레이트","2026회합1045",2026-03-17,"서울회생법원","",0,2026-05-03
"주식회사 에이스푸드","2025회합261",2026-03-17,"서울회생법원","",4,2026-05-03
"글로벌팜 주식회사","2025회합268",2026-03-17,"서울회생법원","",6,2026-05-03
"주식회사 선진전자통신","2026간회합5019",2026-03-17,"서울회생법원","",5,2026-05-03
"주식회사 한백재생산업","2025회합209",2026-03-17,"수원회생법원","",0,2026-05-03
"주식회사 화니핀코리아","2026회합3002",2026-03-17,"청주지방법원","",0,2026-05-03
"어업회사법인 가람 주식회사","2026간회합5007",2026-03-16,"광주회생법원","",0,2026-05-03
"주식회사 엠비엠에코웍스","2025회합5031",2026-03-16,"광주회생법원","",0,2026-05-03
"고려중공업 주식회사","2025회합5013",2026-03-16,"광주회생법원","제조업(기계,금속,중공업)",32,2026-05-03
"보고산업 주식회사","2025회합5032",2026-03-16,"광주회생법원","",34,2026-05-03
"주식회사 부창자원","2025회합5033",2026-03-16,"광주회생법원","",0,2026-05-03
"주식회사 다와","2025간회합1034",2026-03-16,"대구회생법원","",2,2026-05-03
"주식회사 홍성건설","2025회합138",2026-03-16,"대구회생법원","",3,2026-05-03
"주식회사 제이앤제이케미칼","2025간회합1047",2026-03-16,"대구회생법원","",0,2026-05-03
"보산환경 주식회사 (변경전 상호 주원환경)","2026회합1014",2026-03-16,"부산회생법원","",0,2026-05-03
"주식회사 공존공영","2026간회합5049",2026-03-16,"서울회생법원","",0,2026-05-03
"마스턴제97호일반사모부동산투자 유한회사","2026회합1037",2026-03-16,"서울회생법원","",2,2026-05-03
"그랑몬스터 주식회사","2025회합353",2026-03-16,"서울회생법원","",0,2026-05-03
"주식회사 케이엔에이치제주","2025회합301",2026-03-16,"서울회생법원","",0,2026-05-03
"주식회사 카본텍","2026회합1036",2026-03-16,"서울회생법원","",0,2026-05-03
"주식회사 제이디코프","2026회합1038",2026-03-16,"서울회생법원","",0,2026-05-03
"주식회사 키스톤플레이","2025간회합180",2026-03-16,"서울회생법원","",0,2026-05-03
"큐오이엔씨 주식회사","2025간회합207",2026-03-16,"수원회생법원","",0,2026-05-03
"주식회사 휴테크산업","2026회합132",2026-03-16,"수원회생법원","기타",0,2026-05-03
"주식회사 투에이치플러스","2025간회합179",2026-03-16,"수원회생법원","",0,2026-05-03
"성원시스텍 주식회사","2025간회합176",2026-03-16,"수원회생법원","",0,2026-05-03
"에이티테크 주식회사","2025회합10003",2026-03-16,"창원지방법원","",4,2026-05-03
"주식회사 원스타인터내셔널","2025회합5",2026-03-15,"인천지방법원","",1,2026-05-03
